source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/facebook-reportedly-tweaked-its-algorithm-it-failed-decrease-engagement-ideologically
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/fox-host-claims-far-right-protesters-who-violently-stormed-oregon-state
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/tucker-carlson-claims-vaccine-distribution-eugenics-against-white-people
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/watch-worst-foxs-pandemic-coverage
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/5-things-social-media-platforms-can-do-combat-anti-lgbtq-disinformation
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/conservatives-spent-2020-accusing-facebook-being-biased-against-them-engagement-data-tells
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-laura-ingrahams-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_vUt0GK4OfEXUi5i0VJuEV9nf8bDJwmJWZVb1Ca5G1yM.css
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_rSvkzDgUxFWhorcPydSpvHm3NA_-YeX_VdLbWBrLgVo.css
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/top-right-wing-media-figures-rally-around-demon-sperm-doc
https://www.mediamatters.org/	https://www.mediamatters.org/2020-supreme-court-vacancy/dont-believe-right-wing-media-overturning-roe-v-wade-big-deal
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/4chan/viral-4chan-hoax-about-chief-justice-john-roberts-tricked-presidential-elector-and-pro-trump
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/sake-public-health-press-must-avoid-sensationalizing-stories-about-adverse
https://www.mediamatters.org/	https://www.mediamatters.org/crime-and-criminal-justice/right-wing-media-hides-gop-connection-false-defund-police-attacks
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/outnumbered/fox-news-contributor-defends-far-right-oregon-protesters-storming-state-capitol-who-can
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-mass-death-us-was-just-cost-doing-business
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/2020-numbers
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclair-report-georgia-senate-runoffs-fails-cover-gop-candidates-scandals
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/dumber-and-more-dangerous-foxs-2020-race-bottom
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/trumps-fox-news-pardon-pipeline-comprehensive-review
https://www.mediamatters.org/	https://www.mediamatters.org/lou-dobbs/lou-dobbs-tells-sidney-powell-we-will-gladly-put-forward-your-evidence-2020-election-was
https://www.mediamatters.org/	https://www.mediamatters.org/epoch-times-and-ntd/epoch-times-parent-company-reportedly-behind-pro-trump-stop-steal-event-taipei
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/tucker-carlsons-history-pushing-vaccine-conspiracy-theories
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/jeanine-pirro/these-are-jeanine-pirros-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/facebook-letting-daily-wire-run-political-ads-despite-platforms-current-ban-them
https://www.mediamatters.org/	https://www.mediamatters.org/black-lives-matter/right-wing-media-used-violent-rhetoric-sow-disinformation-2020
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/state-ags-behind-lawsuit-seeking-overturn-election-wont-speak-cnn-while
https://www.mediamatters.org/	https://www.mediamatters.org/qanon-conspiracy-theory/how-qanon-conspiracy-theory-about-kraken-government-program-reached-trump
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/#tumblr
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/how-sinclair-broadcast-group-spreading-dangerous-coronavirus
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/fox-business/fox-business-guest-praises-texas-lawsuit-overturn-election-clever-argument-and-it-may
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/local-news/hyperpartisan-local-news-site-throwing-everything-wall-stoke-voter-fraud-concerns
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-panelist-defends-trumps-leaked-call-georgia-secretary-state-he-man-who-fights
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://mediamattersforamerica.tumblr.com/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-has-already-started-poisoning-well-climate-action-under-biden-administration
https://www.mediamatters.org/	https://www.mediamatters.org/justice-civil-liberties/media-keep-misidentifying-trans-murder-victims-police-are-blame
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/journalists-have-been-obsessing-over-trump-supposedly-changing-his-tone-five-years
https://www.mediamatters.org/	https://www.mediamatters.org/abc/watch-these-four-media-stories-about-incredible-transmasculine-people-2020
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://regex101.com/	https://regex101.com/static/assets/apple-icon-60x60.png
https://regex101.com/	https://github.com/firasdib/Regex101/issues
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://regex101.com/static/assets/android-icon-192x192.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-76x76.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-180x180.png
https://regex101.com/	https://github.com/firasdib/Regex101/wiki
https://regex101.com/	https://regex101.com/static/assets/favicon-32x32.png
https://regex101.com/	mailto:contact@regex101.com
https://regex101.com/	https://www.paypal.com/cgi-bin/webscr?cmd=_donations&amp;business=firas%2edib%40gmail%2ecom&amp;lc=US&amp;item_name=Regex101&amp;no_note=0&amp;currency_code=USD&amp;bn=PP%2dDonationsBF%3abtn_donate_SM%2egif%3aNonHostedGuest
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://twitter.com/regex101
https://regex101.com/	https://regex101.com/static/assets/apple-icon-144x144.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-120x120.png
https://regex101.com/	http://enable-javascript.com/
https://regex101.com/	https://regex101.com/static/assets/apple-icon-72x72.png
https://regex101.com/	https://regex101.com/static/assets/favicon-16x16.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-114x114.png
https://regex101.com/	https://regex101.com/
https://regex101.com/	https://regex101.com/static/assets/favicon-96x96.png
https://regex101.com/	https://regex101.com/static/assets/apple-icon-57x57.png
https://regex101.com/	https://github.com/sponsors/firasdib
https://regex101.com/	https://regex101.com/static/assets/apple-icon-152x152.png
https://regex101.com/	https://regex101.com/static/bundle.818302e9876cee65912e.css
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/feedback
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/notices/tos
https://www.bloomberg.com/markets/economics	https://assets.bwbx.io/font-service/css/BWHaasGrotesk-55Roman-Web,BWHaasGrotesk-75Bold-Web,BW%20Haas%20Text%20Mono%20A-55%20Roman/font-face.css
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/how-american-mortgage-machine-works-11609675200?mod=business_minor_pos10
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/vaccinerace
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/485440121;292382181;a
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/sustainability
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/advertising
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/c73c7f7/2147483647/legacy_thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/transition-playbook
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/privacy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cannabis
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/01/03/ron-johnson-engages-in-fiery-debate-with-nbc-host-453884
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/bd69088/2147483647/legacy_thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/aubree-eliza-weaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transitionpb?cid=mkt_tpb_NL
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/12/18/still-no-covid-deal-792400
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/?cid=mkt_huddle_nl
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/payment
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/01/03/ted-cruz-presidential-election-challenge-calm-down-453842
https://www.politico.com/tipsheets/morning-money	http://twitter.com/AubreeEWeaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/congress
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/27ede68/2147483647/legacy_thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/WomenRule
https://www.politico.com/tipsheets/morning-money	https://static3.politico.com/resource/assets/css/style-core.min.7aa95321c64862851a0a89f7cb730023.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020-elections
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#e180968480978493a1918e8d889588828ecf828e8c
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transportation
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy#california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/politico-nightly
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/article/us-global-forex/dollar-slips-in-to-2021-as-investors-ride-downtrend-idUSKBN29902B
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/12/22/congress-finally-gets-the-deal-done-792463
https://www.politico.com/tipsheets/morning-money	https://apnews.com/article/technology-small-business-new-york-coronavirus-pandemic-7613e946275f085367b5fc8c9a496aea
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/article/us-china-usa-telecom/china-securities-regulator-says-nyse-delistings-political-impact-limited-idUSKBN299014
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/01/03/pelosi-speaker-election-454076
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/01/03/congress-rules-electoral-college-count-454023
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/health-care
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/01/03/republicans-challenge-biden-electoral-college-454147
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-home.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115015385887-Contact-Us
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-default-homescreen-57x57-43808a4cd5333b648057a01624d84960.png
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-sponsor
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/how-to-find-a-hobby-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-tech.html
https://www.nytimes.com/guides/	https://www.nytco.com/
https://www.nytimes.com/guides/	https://www.nytco.com/careers/
https://www.nytimes.com/guides/	https://www.nytimes.com/ca/?action=click&amp;region=Footer&amp;pgtype=Homepage
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014893968-Terms-of-sale
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/guide-mindfulwork.html
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mid2
https://www.nytimes.com/guides/	https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dtw-share&amp;text=Guides
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#site-index
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-entertainment.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/smarter-living
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/realestate/real-estate-decorating-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-subheader
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/global-69acc7c8fb6a313ed7e8641e4a88bf30.css
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/fashion/how-to-dress-up.html
https://www.nytimes.com/guides/	https://www.nytimes.com/spotlight/guides
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-hard.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-food.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/climate/cli-timesmachine-promo.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/well/family/well-caregiver-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mktg
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mid1
https://www.nytimes.com/guides/	https://nytmediakit.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/privacy/cookie-policy#how-do-i-manage-trackers
https://www.nytimes.com/guides/	https://www.facebook.com/dialog/feed?app_id=9869919170&amp;link=https%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dfb-share&amp;name=Guides&amp;redirect_uri=https%3A%2F%2Fwww.facebook.com%2F
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/how-to-use-yoga-to-relax.html
https://www.nytimes.com/guides/	https://www.nytimes.com/international/?action=click&amp;region=Footer&amp;pgtype=Homepage
https://www.nytimes.com/guides/	https://www.nytimes.com/privacy/privacy-policy
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#site-content
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/guides/how-to-make-the-world-a-better-place.html
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/favicon-d2483f10ef688e6f89e23806b9700298.ico
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-iphone-114x144-080e7ec6514fdc62bcbb7966d9b257d2.png
https://www.nytimes.com/guides/	https://g1.nyt.com/fonts/css/web-fonts.5810def60210a2fa7d0848f37e3fa048bb6147b1.css
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/us/womens-issues-course.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/todayspaper
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/apple-touch-icon-28865b72953380a40aa43318108876cb.png
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2016/well/move/well-runningforwomen-guide-interactive.html
https://www.nytimes.com/guides/	http://www.tbrandstudio.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/svc/collections/v1/publish/https://www.nytimes.com/spotlight/guides/rss.xml
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014792127-Copyright-notice
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-ipad-144x144-28865b72953380a40aa43318108876cb.png
https://www.nytimes.com/guides/	https://myaccount.nytimes.com/auth/login?response_type=cookie&amp;client_id=vi
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/smarter-living/guide-sugar.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/guides/a-guide-to-sleep-apnea.html
https://www.nytimes.com/guides/	mailto:?subject=NYTimes.com%3A%20Guides&amp;body=From%20The%20New%20York%20Times%3A%0A%0AGuides%0A%0A%0A%0Ahttps%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dem-share
https://www.nytimes.com/guides/	https://www.nytimes.com/subscription?campaignId=37WXW
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-cooking.html
https://www.nytimes.com/guides/	https://www.nytimes.com/
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014893428-Terms-of-service
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#stream-panel
https://www.nytimes.com/guides/	https://spiderbites.nytimes.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/12/23/trump-lobs-yet-another-massive-grenade-792491
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
